PointID	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
4446	0	6	5	1	0	0	0	0	0	0	0	0	0
4449	0	1	5	1	0	0	0	0	0	0	0	0	0
4448	0	1	5	1	0	0	0	0	0	0	0	0	0
4450	2	14	16	1	1	1	0	0	0	0	0	0	0
4451	2	14	16	1	1	1	0	0	0	0	0	0	0
4452	2	23	15	0	1	1	0	0	0	0	0	0	0
4453	2	23	15	0	1	1	0	0	0	0	0	0	0
4499	1	13	10	1	0	0	0	0	0	0	0	0	0
4496	1	13	10	1	0	0	0	0	0	0	0	0	0
4495	1	13	10	1	0	0	0	0	0	0	0	0	0
4498	1	13	10	1	0	0	0	0	0	0	0	0	0
4497	1	13	10	1	0	0	0	0	0	0	0	0	0
1200	3	26	11	1	0	0	0	0	0	0	0	0	0
5666	0	6	1	0	0	0	0	0	0	0	0	0	0
5665	0	6	1	0	0	0	0	0	0	0	0	0	0
5669	5	10	4	3	0	0	0	0	0	0	0	0	0
7158	1	18	6	0	1	0	0	0	0	0	0	0	0
7157	1	17	7	0	1	0	0	0	0	0	0	0	0
7159	1	18	6	0	1	0	0	0	0	0	0	0	0
7154	1	17	7	0	1	0	0	0	0	0	0	0	0
7153	4	15	5	1	1	0	0	0	0	0	0	0	0
7156	0	18	7	0	1	0	0	0	0	0	0	0	0
7155	0	18	7	0	1	0	0	0	0	0	0	0	0
7150	1	17	7	0	1	0	0	0	0	0	0	0	0
7152	3	16	5	1	1	0	0	0	0	0	0	0	0
7151	3	16	5	1	1	0	0	0	0	0	0	0	0
7139	0	18	7	0	1	0	0	0	0	0	0	0	0
7149	4	15	5	1	1	0	0	0	0	0	0	0	0
7148	3	16	5	1	1	0	0	0	0	0	0	0	0
7147	3	16	5	1	1	0	0	0	0	0	0	0	0
7146	0	18	7	0	1	0	0	0	0	0	0	0	0
7145	0	18	7	0	1	0	0	0	0	0	0	0	0
7144	0	18	7	0	1	0	0	0	0	0	0	0	0
7143	0	18	7	0	1	0	0	0	0	0	0	0	0
7142	1	18	6	0	1	0	0	0	0	0	0	0	0
7141	1	18	6	0	1	0	0	0	0	0	0	0	0
7140	0	18	7	0	1	0	0	0	0	0	0	0	0
1242	0	12	2	1	0	0	0	0	0	0	0	0	0
1248	0	12	2	1	0	0	0	0	0	0	0	0	0
1250	0	12	2	1	0	0	0	0	0	0	0	0	0
5685	0	13	1	1	0	0	0	0	0	0	0	0	0
1256	0	12	2	1	0	0	0	0	0	0	0	0	0
2389	8	26	1	1	0	0	0	0	0	0	0	0	0
2390	8	26	1	1	0	0	0	0	0	0	0	0	0
1269	4	6	0	1	1	0	0	0	0	0	0	0	0
1270	4	6	0	1	1	0	0	0	0	0	0	0	0
1273	2	19	10	2	0	0	0	0	0	0	0	0	0
1275	2	21	7	3	0	0	0	0	0	0	0	0	0
1274	2	21	7	3	0	0	0	0	0	0	0	0	0
1278	2	21	7	3	0	0	0	0	0	0	0	0	0
1276	2	19	10	2	0	0	0	0	0	0	0	0	0
1277	2	21	7	3	0	0	0	0	0	0	0	0	0
1288	1	20	10	1	1	0	0	0	0	0	0	0	0
1289	1	22	8	1	1	0	0	0	0	0	0	0	0
1291	1	20	10	1	1	0	0	0	0	0	0	0	0
1290	1	22	8	1	1	0	0	0	0	0	0	0	0
1293	1	22	8	1	1	0	0	0	0	0	0	0	0
1292	1	22	8	1	1	0	0	0	0	0	0	0	0
4141	3	4	3	1	0	0	0	0	0	0	0	0	0
2345	4	16	16	1	0	1	0	0	0	0	0	0	0
2343	4	14	17	1	0	1	0	0	0	0	0	0	0
2344	4	16	16	1	0	1	0	0	0	0	0	0	0
2354	1	22	5	1	0	0	0	0	0	0	0	0	0
2355	1	22	5	1	0	0	0	0	0	0	0	0	0
2356	1	22	5	1	0	0	0	0	0	0	0	0	0
2357	1	22	5	1	0	0	0	0	0	0	0	0	0
4167	3	12	3	0	1	0	0	0	0	0	0	0	0
4166	3	12	3	0	1	0	0	0	0	0	0	0	0
4161	2	10	4	0	1	0	0	0	0	0	0	0	0
4158	2	10	4	1	0	0	0	0	0	0	0	0	0
7196	1	18	10	1	1	0	0	0	0	0	0	0	0
7192	0	0	0	0	0	2	0	0	0	0	0	0	0
7199	2	21	6	0	1	0	0	0	0	0	0	0	0
5631	0	13	1	1	0	0	0	0	0	0	0	0	0
7197	2	21	6	0	1	0	0	0	0	0	0	0	0
5630	0	13	1	1	0	0	0	0	0	0	0	0	0
7198	2	21	6	0	1	0	0	0	0	0	0	0	0
2300	1	18	5	1	0	0	0	0	0	0	0	0	0
5627	0	13	1	1	0	0	0	0	0	0	0	0	0
5628	0	13	1	1	0	0	0	0	0	0	0	0	0
5629	0	13	1	1	0	0	0	0	0	0	0	0	0
7170	0	16	9	0	1	0	0	0	0	0	0	0	0
7173	0	16	9	0	1	0	0	0	0	0	0	0	0
7174	0	16	9	0	1	0	0	0	0	0	0	0	0
7171	0	16	9	0	1	0	0	0	0	0	0	0	0
7172	0	16	9	0	1	0	0	0	0	0	0	0	0
7175	0	16	9	0	1	0	0	0	0	0	0	0	0
7162	6	15	13	1	0	1	0	0	0	0	0	0	0
7168	0	16	9	0	1	0	0	0	0	0	0	0	0
7169	0	16	9	0	1	0	0	0	0	0	0	0	0
2336	4	16	16	1	0	1	0	0	0	0	0	0	0
2335	4	16	16	1	0	1	0	0	0	0	0	0	0
2334	4	14	17	1	0	1	0	0	0	0	0	0	0
4171	0	0	0	0	0	0	1	0	0	0	0	0	0
4172	0	0	0	0	0	0	1	0	0	0	0	0	0
4180	2	2	3	1	0	0	0	0	0	0	0	0	0
4182	2	10	4	1	0	0	0	0	0	0	0	0	0
4183	2	10	4	1	0	0	0	0	0	0	0	0	0
4184	2	10	4	0	1	0	0	0	0	0	0	0	0
4192	6	15	2	0	1	0	0	0	0	0	0	0	0
836	0	3	1	0	0	0	0	0	0	0	0	0	0
839	0	3	1	0	0	0	0	0	0	0	0	0	0
837	0	3	1	0	0	0	0	0	0	0	0	0	0
838	0	3	1	0	0	0	0	0	0	0	0	0	0
840	0	3	1	0	0	0	0	0	0	0	0	0	0
841	0	3	1	0	0	0	0	0	0	0	0	0	0
842	0	3	1	0	0	0	0	0	0	0	0	0	0
843	0	3	1	0	0	0	0	0	0	0	0	0	0
1330	6	15	2	0	1	0	0	0	0	0	0	0	0
1322	2	11	6	0	1	0	0	0	0	0	0	0	0
1323	4	13	4	0	1	0	0	0	0	0	0	0	0
1321	2	11	6	0	1	0	0	0	0	0	0	0	0
1326	6	15	2	0	1	0	0	0	0	0	0	0	0
1327	2	11	6	0	1	0	0	0	0	0	0	0	0
1324	6	15	2	0	1	0	0	0	0	0	0	0	0
1325	6	15	2	0	1	0	0	0	0	0	0	0	0
1328	2	11	6	0	1	0	0	0	0	0	0	0	0
1329	4	13	4	0	1	0	0	0	0	0	0	0	0
1357	0	4	4	1	1	0	0	0	0	0	0	0	0
1356	0	4	4	1	1	0	0	0	0	0	0	0	0
1367	0	0	0	0	0	0	0	0	0	0	2	0	0
1334	4	11	5	0	1	0	0	0	0	0	0	0	0
1333	4	11	5	0	1	0	0	0	0	0	0	0	0
1331	6	15	2	0	1	0	0	0	0	0	0	0	0
7039	3	19	10	1	1	0	0	0	0	0	0	0	0
1340	6	13	3	0	1	0	0	0	0	0	0	0	0
1343	6	13	3	0	1	0	0	0	0	0	0	0	0
1345	4	11	5	0	1	0	0	0	0	0	0	0	0
1344	4	11	5	0	1	0	0	0	0	0	0	0	0
1397	0	0	0	0	0	0	0	1	1	0	0	0	0
1375	2	12	3	0	1	0	0	0	0	0	0	0	0
1376	2	12	3	1	0	0	0	0	0	0	0	0	0
1385	2	11	3	1	0	0	0	0	0	0	0	0	0
1389	1	0	0	0	0	0	0	0	0	0	1	0	0
4270	4	14	3	0	1	0	0	0	0	0	0	0	0
7086	4	20	0	0	0	0	0	0	0	0	0	0	0
7085	4	20	0	0	0	0	0	0	0	0	0	0	0
4271	0	0	0	0	2	0	0	0	0	0	0	0	0
4257	3	4	3	1	0	0	0	0	0	0	0	0	0
5705	6	14	8	1	1	0	0	0	0	0	0	0	0
4252	3	4	3	1	0	0	0	0	0	0	0	0	0
4251	3	4	3	1	0	0	0	0	0	0	0	0	0
7054	4	8	12	1	0	1	0	0	0	0	0	0	0
4237	2	10	4	1	0	0	0	0	0	0	0	0	0
4235	2	10	4	1	0	0	0	0	0	0	0	0	0
7040	4	24	10	0	1	0	0	0	0	0	0	0	0
4229	3	12	3	0	1	0	0	0	0	0	0	0	0
4228	3	12	3	0	1	0	0	0	0	0	0	0	0
4225	6	15	2	0	1	0	0	0	0	0	0	0	0
4224	6	15	2	0	1	0	0	0	0	0	0	0	0
4227	6	15	2	0	1	0	0	0	0	0	0	0	0
4226	6	15	2	0	1	0	0	0	0	0	0	0	0
4219	2	10	4	0	1	0	0	0	0	0	0	0	0
4218	2	10	4	1	0	0	0	0	0	0	0	0	0
4217	2	10	4	1	0	0	0	0	0	0	0	0	0
4203	3	11	5	0	1	0	0	0	0	0	0	0	0
5732	1	25	15	1	0	1	0	0	0	0	0	0	0
999	6	18	3	1	0	0	0	0	0	0	0	0	0
998	5	19	3	1	0	0	0	0	0	0	0	0	0
997	6	18	3	1	0	0	0	0	0	0	0	0	0
4295	5	13	2	0	1	0	0	0	0	0	0	0	0
4296	5	13	2	0	1	0	0	0	0	0	0	0	0
4294	5	13	2	0	1	0	0	0	0	0	0	0	0
1400	0	0	0	0	0	0	0	1	1	0	0	0	0
1451	2	2	3	1	0	0	0	0	0	0	0	0	0
1450	2	2	3	1	0	0	0	0	0	0	0	0	0
1449	2	2	3	1	0	0	0	0	0	0	0	0	0
918	3	9	1	1	0	0	0	0	0	0	0	0	0
919	3	9	1	1	0	0	0	0	0	0	0	0	0
921	3	9	1	1	0	0	0	0	0	0	0	0	0
920	3	9	1	1	0	0	0	0	0	0	0	0	0
5862	5	22	18	1	0	1	0	0	0	0	0	0	0
5814	8	25	6	0	1	1	0	0	0	0	0	0	0
5815	8	25	6	0	1	1	0	0	0	0	0	0	0
5813	7	25	6	0	1	1	0	0	0	0	0	0	0
295	8	26	1	1	0	0	0	0	0	0	0	0	0
294	8	26	1	1	0	0	0	0	0	0	0	0	0
5847	8	25	6	0	1	1	0	0	0	0	0	0	0
5848	8	25	6	0	1	1	0	0	0	0	0	0	0
4725	3	20	14	4	0	1	0	0	0	0	0	0	0
4724	3	20	14	4	0	1	0	0	0	0	0	0	0
4730	2	14	16	1	1	1	0	0	0	0	0	0	0
4731	2	14	16	1	1	1	0	0	0	0	0	0	0
4732	0	5	1	1	0	0	0	0	0	0	0	0	0
1497	0	3	0	0	0	0	0	0	0	0	0	0	0
4733	0	5	1	1	0	0	0	0	0	0	0	0	0
1496	0	11	0	0	0	0	0	0	0	0	0	0	0
4736	0	11	0	1	0	0	0	0	0	0	0	0	0
4737	0	11	0	1	0	0	0	0	0	0	0	0	0
4738	2	14	16	1	1	1	0	0	0	0	0	0	0
4741	2	14	16	1	1	1	0	0	0	0	0	0	0
4762	0	17	0	1	0	0	0	0	0	0	0	0	0
4766	2	14	16	1	1	1	0	0	0	0	0	0	0
4765	0	12	0	1	0	0	0	0	0	0	0	0	0
4764	0	12	0	1	0	0	0	0	0	0	0	0	0
4763	0	17	0	1	0	0	0	0	0	0	0	0	0
4769	2	23	15	0	1	1	0	0	0	0	0	0	0
4768	2	23	15	0	1	1	0	0	0	0	0	0	0
4767	2	14	16	1	1	1	0	0	0	0	0	0	0
1452	2	2	3	1	0	0	0	0	0	0	0	0	0
1493	0	17	0	0	0	0	0	0	0	0	0	0	0
1492	0	18	0	0	0	0	0	0	0	0	0	0	0
4792	2	26	6	0	1	0	0	0	0	0	0	0	0
1495	0	17	0	0	0	0	0	0	0	0	0	0	0
4793	2	26	6	0	1	0	0	0	0	0	0	0	0
1494	0	19	0	0	0	0	0	0	0	0	0	0	0
1491	0	5	0	0	0	0	0	0	0	0	0	0	0
1490	0	9	0	0	0	0	0	0	0	0	0	0	0
1482	1	11	3	1	0	0	0	0	0	0	0	0	0
1478	2	11	6	0	1	0	0	0	0	0	0	0	0
1479	2	11	6	0	1	0	0	0	0	0	0	0	0
1533	0	0	0	0	1	0	0	0	0	0	0	0	0
1530	0	7	0	0	0	0	0	0	0	0	0	0	0
6913	7	18	19	2	1	0	0	0	0	0	0	0	0
1532	0	7	0	0	0	0	0	0	0	0	0	0	0
1538	0	19	0	0	0	0	0	0	0	0	0	0	0
1537	0	11	0	0	0	0	0	0	0	0	0	0	0
1539	0	18	0	0	0	0	0	0	0	0	0	0	0
1547	0	17	0	0	0	0	0	0	0	0	0	0	0
1546	0	19	0	0	0	0	0	0	0	0	0	0	0
6900	3	18	15	3	0	0	0	0	0	0	0	0	0
1545	0	17	0	0	0	0	0	0	0	0	0	0	0
1544	0	18	0	0	0	0	0	0	0	0	0	0	0
1543	0	5	0	0	0	0	0	0	0	0	0	0	0
1542	0	9	0	0	0	0	0	0	0	0	0	0	0
1540	0	17	0	0	0	0	0	0	0	0	0	0	0
6907	4	8	6	1	0	0	0	0	0	0	0	0	0
6908	4	26	5	3	1	0	0	0	0	0	0	0	0
1549	0	3	0	0	0	0	0	0	0	0	0	0	0
6909	4	26	5	3	1	0	0	0	0	0	0	0	0
1548	0	11	0	0	0	0	0	0	0	0	0	0	0
1554	0	7	0	0	0	0	0	0	0	0	0	0	0
1556	0	7	0	0	0	0	0	0	0	0	0	0	0
6930	2	18	15	3	0	0	0	0	0	0	0	0	0
6931	2	18	15	3	0	0	0	0	0	0	0	0	0
1557	0	0	0	0	1	0	0	0	0	0	0	0	0
1561	0	11	0	0	0	0	0	0	0	0	0	0	0
1564	0	17	0	0	0	0	0	0	0	0	0	0	0
1563	0	18	0	0	0	0	0	0	0	0	0	0	0
1562	0	19	0	0	0	0	0	0	0	0	0	0	0
1569	0	17	0	0	0	0	0	0	0	0	0	0	0
1568	0	18	0	0	0	0	0	0	0	0	0	0	0
1567	0	5	0	0	0	0	0	0	0	0	0	0	0
1566	0	9	0	0	0	0	0	0	0	0	0	0	0
1571	0	17	0	0	0	0	0	0	0	0	0	0	0
1572	0	11	0	0	0	0	0	0	0	0	0	0	0
1570	0	19	0	0	0	0	0	0	0	0	0	0	0
1509	0	11	0	0	0	0	0	0	0	0	0	0	0
1504	0	7	0	0	0	0	0	0	0	0	0	0	0
1505	0	0	0	0	1	0	0	0	0	0	0	0	0
1502	0	7	0	0	0	0	0	0	0	0	0	0	0
1518	0	9	0	0	0	0	0	0	0	0	0	0	0
1519	0	5	0	0	0	0	0	0	0	0	0	0	0
6979	2	8	0	2	0	0	0	0	0	0	0	0	0
1510	0	19	0	0	0	0	0	0	0	0	0	0	0
1511	0	18	0	0	0	0	0	0	0	0	0	0	0
1512	0	17	0	0	0	0	0	0	0	0	0	0	0
6982	0	0	7	0	0	0	0	0	0	0	0	0	0
6980	1	23	4	1	1	0	0	0	0	0	0	0	0
1520	0	18	0	0	0	0	0	0	0	0	0	0	0
1521	0	17	0	0	0	0	0	0	0	0	0	0	0
6968	0	16	9	0	1	0	0	0	0	0	0	0	0
6967	0	16	9	0	1	0	0	0	0	0	0	0	0
1524	0	11	0	0	0	0	0	0	0	0	0	0	0
1525	0	3	0	0	0	0	0	0	0	0	0	0	0
1522	0	19	0	0	0	0	0	0	0	0	0	0	0
1523	0	17	0	0	0	0	0	0	0	0	0	0	0
6996	1	18	5	1	0	0	0	0	0	0	0	0	0
6995	1	18	5	1	0	0	0	0	0	0	0	0	0
5929	4	8	1	0	0	0	0	0	0	0	0	0	0
5928	4	8	1	0	0	0	0	0	0	0	0	0	0
5927	4	8	1	0	0	0	0	0	0	0	0	0	0
5926	4	8	1	0	0	0	0	0	0	0	0	0	0
5999	0	5	1	1	0	0	0	0	0	0	0	0	0
5998	0	5	1	1	0	0	0	0	0	0	0	0	0
5997	0	5	1	1	0	0	0	0	0	0	0	0	0
5996	0	5	1	1	0	0	0	0	0	0	0	0	0
5995	1	4	1	0	1	0	0	0	0	0	0	0	0
5975	4	8	1	0	0	0	0	0	0	0	0	0	0
5982	2	5	1	1	0	0	0	0	0	0	0	0	0
5983	0	5	1	1	0	0	0	0	0	0	0	0	0
5980	2	5	1	1	0	0	0	0	0	0	0	0	0
5981	0	5	1	1	0	0	0	0	0	0	0	0	0
5985	2	11	0	1	0	0	0	0	0	0	0	0	0
5984	2	11	0	1	0	0	0	0	0	0	0	0	0
5987	2	11	0	1	0	0	0	0	0	0	0	0	0
5986	2	11	0	1	0	0	0	0	0	0	0	0	0
5989	2	11	0	1	0	0	0	0	0	0	0	0	0
5988	0	11	0	1	0	0	0	0	0	0	0	0	0
5990	2	11	0	1	0	0	0	0	0	0	0	0	0
5991	0	11	0	1	0	0	0	0	0	0	0	0	0
5992	1	4	1	0	1	0	0	0	0	0	0	0	0
5993	1	4	1	0	1	0	0	0	0	0	0	0	0
5994	1	4	1	0	1	0	0	0	0	0	0	0	0
5957	4	8	1	0	0	0	0	0	0	0	0	0	0
5958	4	8	1	0	0	0	0	0	0	0	0	0	0
5956	4	8	1	0	0	0	0	0	0	0	0	0	0
5953	4	8	1	0	0	0	0	0	0	0	0	0	0
5951	4	8	1	0	0	0	0	0	0	0	0	0	0
5971	4	8	1	0	0	0	0	0	0	0	0	0	0
5931	4	9	2	0	0	0	0	0	0	0	0	0	0
5930	4	9	2	0	0	0	0	0	0	0	0	0	0
5935	3	11	1	0	0	0	0	0	0	0	0	0	0
5934	3	11	1	0	0	0	0	0	0	0	0	0	0
5940	4	8	1	0	0	0	0	0	0	0	0	0	0
5947	4	8	1	0	0	0	0	0	0	0	0	0	0
5949	4	8	1	0	0	0	0	0	0	0	0	0	0
4864	2	23	15	0	1	1	0	0	0	0	0	0	0
4865	2	23	15	0	1	1	0	0	0	0	0	0	0
4850	0	11	0	1	0	0	0	0	0	0	0	0	0
4849	0	11	0	1	0	0	0	0	0	0	0	0	0
4842	2	14	16	1	1	1	0	0	0	0	0	0	0
4843	2	14	16	1	1	1	0	0	0	0	0	0	0
4844	0	5	1	1	0	0	0	0	0	0	0	0	0
4845	0	5	1	1	0	0	0	0	0	0	0	0	0
4851	2	14	16	1	1	1	0	0	0	0	0	0	0
4852	2	14	16	1	1	1	0	0	0	0	0	0	0
1597	0	3	0	0	0	0	0	0	0	0	0	0	0
1595	0	17	0	0	0	0	0	0	0	0	0	0	0
1596	0	11	0	0	0	0	0	0	0	0	0	0	0
1590	0	9	0	0	0	0	0	0	0	0	0	0	0
1592	0	18	0	0	0	0	0	0	0	0	0	0	0
1591	0	5	0	0	0	0	0	0	0	0	0	0	0
1594	0	19	0	0	0	0	0	0	0	0	0	0	0
1593	0	17	0	0	0	0	0	0	0	0	0	0	0
1585	0	11	0	0	0	0	0	0	0	0	0	0	0
1586	0	19	0	0	0	0	0	0	0	0	0	0	0
1587	0	18	0	0	0	0	0	0	0	0	0	0	0
1588	0	17	0	0	0	0	0	0	0	0	0	0	0
1581	0	0	0	0	1	0	0	0	0	0	0	0	0
1580	0	7	0	0	0	0	0	0	0	0	0	0	0
1573	0	3	0	0	0	0	0	0	0	0	0	0	0
1578	0	7	0	0	0	0	0	0	0	0	0	0	0
4906	2	23	14	1	1	1	0	0	0	0	0	0	0
4907	2	23	14	1	1	1	0	0	0	0	0	0	0
4901	0	5	1	1	0	0	0	0	0	0	0	0	0
4902	0	5	1	1	0	0	0	0	0	0	0	0	0
1655	2	21	6	1	1	0	0	0	0	0	0	0	0
1654	1	22	8	0	1	0	0	0	0	0	0	0	0
1656	2	22	7	0	1	0	0	0	0	0	0	0	0
1653	1	22	8	0	1	0	0	0	0	0	0	0	0
1652	1	15	0	0	0	0	0	0	0	0	0	0	0
1633	0	11	0	0	0	0	0	0	0	0	0	0	0
1634	0	19	0	0	0	0	0	0	0	0	0	0	0
1635	0	18	0	0	0	0	0	0	0	0	0	0	0
1636	0	17	0	0	0	0	0	0	0	0	0	0	0
1638	6	13	3	0	1	0	0	0	0	0	0	0	0
1639	6	13	3	0	1	0	0	0	0	0	0	0	0
1641	3	7	0	0	0	0	0	0	0	0	0	0	0
1642	3	7	0	0	0	0	0	0	0	0	0	0	0
1645	1	5	1	1	0	0	0	0	0	0	0	0	0
1646	1	5	1	1	0	0	0	0	0	0	0	0	0
1610	0	19	0	0	0	0	0	0	0	0	0	0	0
1611	0	18	0	0	0	0	0	0	0	0	0	0	0
1612	0	17	0	0	0	0	0	0	0	0	0	0	0
1618	0	19	0	0	0	0	0	0	0	0	0	0	0
1619	0	17	0	0	0	0	0	0	0	0	0	0	0
1614	0	9	0	0	0	0	0	0	0	0	0	0	0
1615	0	5	0	0	0	0	0	0	0	0	0	0	0
1616	0	18	0	0	0	0	0	0	0	0	0	0	0
1617	0	17	0	0	0	0	0	0	0	0	0	0	0
1621	0	3	0	0	0	0	0	0	0	0	0	0	0
1620	0	11	0	0	0	0	0	0	0	0	0	0	0
1629	0	0	0	0	1	0	0	0	0	0	0	0	0
1628	0	7	0	0	0	0	0	0	0	0	0	0	0
1626	0	7	0	0	0	0	0	0	0	0	0	0	0
1604	0	7	0	0	0	0	0	0	0	0	0	0	0
1605	0	0	0	0	1	0	0	0	0	0	0	0	0
1609	0	11	0	0	0	0	0	0	0	0	0	0	0
1602	0	7	0	0	0	0	0	0	0	0	0	0	0
2794	0	16	9	0	1	0	0	0	0	0	0	0	0
2795	0	16	9	0	1	0	0	0	0	0	0	0	0
2793	0	16	9	0	1	0	0	0	0	0	0	0	0
2792	0	16	9	0	1	0	0	0	0	0	0	0	0
2791	0	16	9	0	1	0	0	0	0	0	0	0	0
2790	0	16	9	0	1	0	0	0	0	0	0	0	0
2785	0	16	9	0	1	0	0	0	0	0	0	0	0
2786	0	16	9	0	1	0	0	0	0	0	0	0	0
2784	0	16	9	0	1	0	0	0	0	0	0	0	0
2789	0	16	9	0	1	0	0	0	0	0	0	0	0
2787	0	16	9	0	1	0	0	0	0	0	0	0	0
2788	0	16	9	0	1	0	0	0	0	0	0	0	0
54	4	8	1	0	0	0	0	0	0	0	0	0	0
52	4	8	1	0	0	0	0	0	0	0	0	0	0
1697	2	5	4	0	0	0	0	0	0	0	0	0	0
4563	1	0	2	0	0	0	0	0	0	0	0	0	0
4564	1	0	2	0	0	0	0	0	0	0	0	0	0
12	0	17	0	1	0	0	0	0	0	0	0	0	0
14	0	12	0	1	0	0	0	0	0	0	0	0	0
13	0	17	0	1	0	0	0	0	0	0	0	0	0
15	0	12	0	1	0	0	0	0	0	0	0	0	0
4505	2	26	6	0	1	0	0	0	0	0	0	0	0
4506	2	26	6	0	1	0	0	0	0	0	0	0	0
4503	2	26	6	0	1	0	0	0	0	0	0	0	0
4504	2	26	6	0	1	0	0	0	0	0	0	0	0
4501	1	13	10	1	0	0	0	0	0	0	0	0	0
4502	1	13	10	1	0	0	0	0	0	0	0	0	0
4500	1	13	10	1	0	0	0	0	0	0	0	0	0
4509	1	22	4	2	0	0	0	0	0	0	0	0	0
4507	2	26	6	0	1	0	0	0	0	0	0	0	0
4508	1	22	4	2	0	0	0	0	0	0	0	0	0
4510	1	22	4	2	0	0	0	0	0	0	0	0	0
4511	1	22	4	2	0	0	0	0	0	0	0	0	0
4512	1	22	4	2	0	0	0	0	0	0	0	0	0
40	4	8	1	0	0	0	0	0	0	0	0	0	0
41	4	8	1	0	0	0	0	0	0	0	0	0	0
43	4	8	1	0	0	0	0	0	0	0	0	0	0
1735	3	17	0	0	0	0	0	0	0	0	0	0	0
1734	4	20	0	0	0	0	0	0	0	0	0	0	0
6742	6	19	18	0	1	0	0	0	0	0	0	0	0
1758	0	0	0	0	0	0	0	0	0	0	0	2	0
2804	4	23	10	0	1	0	0	0	0	0	0	0	0
1759	0	0	0	0	0	0	0	0	0	0	0	2	0
2803	4	23	10	0	1	0	0	0	0	0	0	0	0
1750	6	12	4	0	1	0	0	0	0	0	0	0	0
1754	6	12	4	0	1	0	0	0	0	0	0	0	0
1762	4	18	5	1	0	1	0	0	0	0	0	0	0
1760	0	0	0	0	0	0	0	0	0	0	0	2	0
1761	4	18	5	1	0	1	0	0	0	0	0	0	0
1780	2	21	6	2	1	0	0	0	0	0	0	0	0
1781	2	21	6	2	1	0	0	0	0	0	0	0	0
1778	1	22	8	1	1	0	0	0	0	0	0	0	0
1772	2	4	5	1	0	0	0	0	0	0	0	0	0
1773	2	4	5	1	0	0	0	0	0	0	0	0	0
1779	1	22	8	1	1	0	0	0	0	0	0	0	0
1792	5	24	8	1	1	0	0	0	0	0	0	0	0
1793	5	30	0	0	0	0	0	0	0	0	0	0	0
2839	5	10	4	3	0	0	0	0	0	0	0	0	0
2840	4	10	7	0	0	1	0	0	0	0	0	0	0
2841	4	10	7	0	0	1	0	0	0	0	0	0	0
2842	5	17	9	0	1	0	0	0	0	0	0	0	0
1711	1	6	3	1	0	0	0	0	0	0	0	0	0
2843	5	17	9	0	1	0	0	0	0	0	0	0	0
2844	2	20	6	1	0	0	0	0	0	0	0	0	0
2845	2	20	6	1	0	0	0	0	0	0	0	0	0
2846	4	8	6	1	0	0	0	0	0	0	0	0	0
2847	4	8	6	1	0	0	0	0	0	0	0	0	0
1726	0	0	1	0	0	0	0	0	0	0	0	0	0
593	0	0	0	0	0	0	0	0	0	0	1	0	0
595	0	0	0	2	0	0	0	0	0	0	0	0	0
4620	3	16	15	3	0	0	0	0	0	0	0	0	0
4639	4	8	6	1	0	0	0	0	0	0	0	0	0
4635	0	9	9	0	0	0	0	0	0	0	0	0	0
4636	0	9	9	0	0	0	0	0	0	0	0	0	0
4637	4	8	6	1	0	0	0	0	0	0	0	0	0
4638	4	8	6	1	0	0	0	0	0	0	0	0	0
4631	0	5	13	0	0	0	0	0	0	0	0	0	0
4632	0	9	9	0	0	0	0	0	0	0	0	0	0
4633	0	9	9	0	0	0	0	0	0	0	0	0	0
4634	0	5	13	0	0	0	0	0	0	0	0	0	0
4640	4	8	6	1	0	0	0	0	0	0	0	0	0
4618	3	16	15	3	0	0	0	0	0	0	0	0	0
4619	3	16	15	3	0	0	0	0	0	0	0	0	0
6860	3	21	10	2	1	0	0	0	0	0	0	0	0
1880	0	17	0	1	0	0	0	0	0	0	0	0	0
6858	3	21	10	2	1	0	0	0	0	0	0	0	0
1879	4	13	3	0	1	0	0	0	0	0	0	0	0
1891	2	23	15	0	1	1	0	0	0	0	0	0	0
1890	2	14	16	1	1	1	0	0	0	0	0	0	0
1881	0	12	0	1	0	0	0	0	0	0	0	0	0
6847	2	11	5	1	0	0	0	0	0	0	0	0	0
6846	2	11	5	1	0	0	0	0	0	0	0	0	0
6845	3	26	6	0	1	0	0	0	0	0	0	0	0
6844	3	26	6	0	1	0	0	0	0	0	0	0	0
2933	1	15	6	1	0	0	0	0	0	0	0	0	0
2935	3	13	11	1	0	0	0	0	0	0	0	0	0
2934	1	15	6	1	0	0	0	0	0	0	0	0	0
1889	2	14	16	1	1	1	0	0	0	0	0	0	0
2909	1	22	4	2	0	0	0	0	0	0	0	0	0
6840	0	15	6	1	0	0	0	0	0	0	0	0	0
6841	0	15	6	1	0	0	0	0	0	0	0	0	0
1855	3	9	1	1	0	0	0	0	0	0	0	0	0
2908	0	17	8	0	1	0	0	0	0	0	0	0	0
2907	0	17	8	0	1	0	0	0	0	0	0	0	0
1863	5	13	2	0	1	0	0	0	0	0	0	0	0
2911	4	23	10	0	1	0	0	0	0	0	0	0	0
1864	5	13	2	0	1	0	0	0	0	0	0	0	0
2910	1	22	4	2	0	0	0	0	0	0	0	0	0
1862	5	13	2	0	1	0	0	0	0	0	0	0	0
2912	4	23	10	0	1	0	0	0	0	0	0	0	0
1893	2	22	15	0	1	1	0	0	0	0	0	0	0
1892	2	14	16	1	1	1	0	0	0	0	0	0	0
